;Origen;Destino
EC:5.1.3.3;alpha-D-glucose [CPD:C00267]
"ADP [CPD:C00008];";EC:2.7.1.138
ceramide 1-phosphate [CPD:C02960];EC:2.7.1.138
EC:3.2.1.46;"D-galactosyl-N-acylsphingosine [CPD:C02686];"
EC:3.2.1.46;H2O [CPD:C00001]
"D-galactose [CPD:C00124];";EC:3.2.1.46
ceramide [CPD:C00195];EC:3.2.1.46
EC:3.2.1.45;"D-glucosyl-N-acylsphingosine [CPD:C01190];"
EC:3.2.1.45;H2O [CPD:C00001]
"D-glucose [CPD:C00031];";EC:3.2.1.45
ceramide [CPD:C00195];EC:3.2.1.45
EC:2.4.1.80;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.80;N-acylsphingosine [CPD:C00195]
"UDP [CPD:C00015];";EC:2.4.1.80
beta-D-glucosyl-N-acylsphingosine;EC:2.4.1.80
EC:4.1.2.27;sphinganine 1-phosphate [CPD:C01120]
"phosphoethanolamine [CPD:C00346];";EC:4.1.2.27
palmitaldehyde [CPD:C00517];EC:4.1.2.27
EC:3.1.6.8;"cerebroside 3-sulfate [CPD:C06125];"
EC:3.1.6.8;H2O [CPD:C00001]
"cerebroside [CPD:C02686];";EC:3.1.6.8
sulfate [CPD:C00059];EC:3.1.6.8
EC:3.2.1.18;The enzyme does not act on 4-O-acetylated sialic acids. endo-alpha-Sialidase activity is listed as EC 3.2.1.129, endo-alpha-sialidase. See also EC 4.2.2.15 anhydrosialidase.
EC 3.2.1.18 created 1961, modified 1999;EC:3.2.1.18
EC:2.4.1.274;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.274;beta-D-glucosyl-(1<->1)-ceramide [CPD:C01190]
"UDP [CPD:C00015];";EC:2.4.1.274
beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C01290];EC:2.4.1.274
EC:2.7.8.27;"ceramide [CPD:C00195];"
EC:2.7.8.27;phosphatidylcholine [CPD:C00157]
"sphingomyelin [CPD:C00550];";EC:2.7.8.27
1,2-diacyl-sn-glycerol [CPD:C00641];EC:2.7.8.27
EC:2.3.1.291;"palmitoyl-CoA [CPD:C00154];"
EC:2.3.1.291;sphingoid base
"N-(palmitoyl)-sphingoid base;";EC:2.3.1.291
CoA [CPD:C00010];EC:2.3.1.291
EC:2.4.1.206;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.206;beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C01290]
"UDP [CPD:C00015];";EC:2.4.1.206
N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C04845];EC:2.4.1.206
EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-;D-glucose [CPD:C00031]
"UDP [CPD:C00015];";EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-
lactose [CPD:C00243];EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-
EC:2.4.1.90 2.4.1.38 2.4.1.-;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.90 2.4.1.38 2.4.1.-;N-acetyl-D-glucosamine [CPD:C00140]
"UDP [CPD:C00015];";EC:2.4.1.90 2.4.1.38 2.4.1.-
N-acetyllactosamine [CPD:C00611];EC:2.4.1.90 2.4.1.38 2.4.1.-
EC:2.4.1.90 2.4.1.275 2.4.1.-;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.90 2.4.1.275 2.4.1.-;N-acetyl-D-glucosamine [CPD:C00140]
"UDP [CPD:C00015];";EC:2.4.1.90 2.4.1.275 2.4.1.-
N-acetyllactosamine [CPD:C00611];EC:2.4.1.90 2.4.1.275 2.4.1.-
EC:2.4.1.65;"GDP-beta-L-fucose [CPD:C00325];"
EC:2.4.1.65;beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R [CPD:C04656]
"GDP [CPD:C00035];";EC:2.4.1.65
beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl-R [CPD:C04850];EC:2.4.1.65
EC:2.4.1.69;"GDP-beta-L-fucose [CPD:C00325];"
EC:2.4.1.69;beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R [CPD:C04656]
"GDP [CPD:C00035];";EC:2.4.1.69
alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R;EC:2.4.1.69
EC:2.4.1.146 2.4.1.149;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.146 2.4.1.149;3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl/threonyl-[protein]
"UDP [CPD:C00015];";EC:2.4.1.146 2.4.1.149
3-O-{N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl/threonyl-[protein];EC:2.4.1.146 2.4.1.149
EC:2.4.99.6;"CMP-N-acetyl-beta-neuraminate [CPD:C00128];"
EC:2.4.99.6;beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R [CPD:C00694]
"CMP [CPD:C00055];";EC:2.4.99.6
N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R;EC:2.4.99.6
EC:2.4.99.8;"CMP-N-acetylneuraminate [CPD:C00128];"
EC:2.4.99.8;alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-R
"CMP [CPD:C00055];";EC:2.4.99.8
alpha-N-acetylneuraminyl-(2->8)-alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-R;EC:2.4.99.8
EC:2.4.1.40 2.4.1.37;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.40 2.4.1.37;glycoprotein-alpha-L-fucosyl-(1->2)-D-galactose
"UDP [CPD:C00015];";EC:2.4.1.40 2.4.1.37
glycoprotein-N-acetyl-alpha-D-galactosaminyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactose [CPD:C06483];EC:2.4.1.40 2.4.1.37
EC:2.4.1.150;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.150;beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-R [CPD:C21742]
"UDP [CPD:C00015];";EC:2.4.1.150
beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R [CPD:C21743];EC:2.4.1.150
EC:2.4.1.86;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.86;N-acetyl-beta-D-glucosaminyl-R [CPD:C03518]
"UDP [CPD:C00015];";EC:2.4.1.86
beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R [CPD:C04656];EC:2.4.1.86
EC:2.4.1.86;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.86;N-acetyl-beta-D-glucosaminyl-R [CPD:C03518]
"UDP [CPD:C00015];";EC:2.4.1.86
beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R [CPD:C04656];EC:2.4.1.86
EC:2.4.99.4;"CMP-N-acetylneuraminate [CPD:C00128];"
EC:2.4.99.4;beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R [CPD:C04750]
"CMP [CPD:C00055];";EC:2.4.99.4
alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R;EC:2.4.99.4
EC:2.4.1.65;"GDP-beta-L-fucose [CPD:C00325];"
EC:2.4.1.65;beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R [CPD:C04656]
"GDP [CPD:C00035];";EC:2.4.1.65
beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl-R [CPD:C04850];EC:2.4.1.65
EC:2.4.1.228;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.228;beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C01290]
"UDP [CPD:C00015];";EC:2.4.1.228
alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C04737];EC:2.4.1.228
EC:2.4.1.79;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.79;alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C04737]
"UDP [CPD:C00015];";EC:2.4.1.79
N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide;EC:2.4.1.79
EC:2.4.1.88;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.88;N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide
"UDP [CPD:C00015];";EC:2.4.1.88
N-acetyl-alpha-D-galactosaminyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide;EC:2.4.1.88
EC:3.2.1.49;The human lysosomal enzyme is involved in the degradation of blood type A epitope.
EC 3.2.1.49 created 1972, modified 2011;EC:3.2.1.49
EC:2.4.1.87;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.87;beta-D-galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R
"UDP [CPD:C00015];";EC:2.4.1.87
alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-N-acetylglucosaminyl-R [CPD:C04855];EC:2.4.1.87
EC:2.4.99.9;"CMP-N-acetylneuraminate [CPD:C00128];"
EC:2.4.99.9;beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C01290]
"CMP [CPD:C00055];";EC:2.4.99.9
alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide;EC:2.4.99.9
EC:2.4.1.92;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.92;O-(N-acetyl-alpha-neuraminyl)-(2->3)-O-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1<->1)-ceramide
"UDP [CPD:C00015];";EC:2.4.1.92
O-2-(acetylamino)-2-deoxy-beta-D-galactopyranosyl-(1->4)-O-[N-acetyl-alpha-neuraminyl-(2->3)]-O-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1<->1)-ceramide;EC:2.4.1.92
EC:2.4.1.62;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.62;N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminyl-(2->3)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide
"UDP [CPD:C00015];";EC:2.4.1.62
beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminyl-(2->3)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide;EC:2.4.1.62
EC:2.4.99.7;"CMP-N-acetylneuraminate [CPD:C00128];"
EC:2.4.99.7;N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R [CPD:C04885]
"CMP [CPD:C00055];";EC:2.4.99.7
N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl-R [CPD:C04926];EC:2.4.99.7
EC:4.4.1.5;(R)-S-lactoylglutathione [CPD:C03451]
"glutathione [CPD:C00051];";EC:4.4.1.5
2-oxopropanal [CPD:C00546];EC:4.4.1.5
EC:3.1.2.6;"S-(2-hydroxyacyl)glutathione [CPD:C03899];"
EC:3.1.2.6;H2O [CPD:C00001]
"glutathione [CPD:C00051];";EC:3.1.2.6
2-hydroxy carboxylate [CPD:C02929];EC:3.1.2.6
EC:1.1.2.4;"(R)-lactate [CPD:C00256];"
EC:1.1.2.4;ferricytochrome c [CPD:C00125]
"pyruvate [CPD:C00022];";EC:1.1.2.4
"ferrocytochrome c [CPD:C00126];";EC:1.1.2.4
H+ [CPD:C00080];EC:1.1.2.4
EC:3.6.1.7;"acylphosphate;"
EC:3.6.1.7;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.6.1.7
phosphate [CPD:C00009];EC:3.6.1.7
EC:3.1.2.1;"acetyl-CoA [CPD:C00024];"
EC:3.1.2.1;H2O [CPD:C00001]
"CoA [CPD:C00010];";EC:3.1.2.1
acetate [CPD:C00033];EC:3.1.2.1
EC:1.1.1.40;"(S)-malate [CPD:C00149];"
EC:1.1.1.40;"NADP+ [CPD:C00006];"
EC:1.1.1.40;oxaloacetate [CPD:C00036]
"pyruvate [CPD:C00022];";EC:1.1.1.40
"CO2 [CPD:C00011];";EC:1.1.1.40
NADPH [CPD:C00005];EC:1.1.1.40
EC:1.1.1.38;"(S)-malate [CPD:C00149];"
EC:1.1.1.38;"NAD+ [CPD:C00003];"
EC:1.1.1.38;oxaloacetate [CPD:C00036]
"pyruvate [CPD:C00022];";EC:1.1.1.38
"CO2 [CPD:C00011];";EC:1.1.1.38
NADH [CPD:C00004];EC:1.1.1.38
EC:3.1.3.18 3.1.3.48;"2-phosphoglycolate [CPD:C00988];"
EC:3.1.3.18 3.1.3.48;H2O [CPD:C00001]
"glycolate [CPD:C00160];";EC:3.1.3.18 3.1.3.48
phosphate [CPD:C00009];EC:3.1.3.18 3.1.3.48
EC:1.1.3.15;"(S)-2-hydroxycarboxylate [CPD:C15565];"
EC:1.1.3.15;O2 [CPD:C00007]
"2-oxocarboxylate [CPD:C00161];";EC:1.1.3.15
H2O2 [CPD:C00027];EC:1.1.3.15
EC:5.3.1.22;hydroxypyruvate [CPD:C00168]
2-hydroxy-3-oxopropanoate [CPD:C01146];EC:5.3.1.22
EC:6.2.1.17;"ATP [CPD:C00002];"
EC:6.2.1.17;"propanoate [CPD:C00163];"
EC:6.2.1.17;CoA [CPD:C00010]
"AMP [CPD:C00020];";EC:6.2.1.17
"diphosphate [CPD:C00013];";EC:6.2.1.17
propanoyl-CoA [CPD:C00100];EC:6.2.1.17
EC:4.1.1.94 4.1.1.-;(S)-ethylmalonyl-CoA [CPD:C18026]
"butanoyl-CoA [CPD:C00136];";EC:4.1.1.94 4.1.1.-
CO2 [CPD:C00011];EC:4.1.1.94 4.1.1.-
EC:6.2.1.2;"ATP [CPD:C00002];"
EC:6.2.1.2;"medium-chain fatty acid [CPD:C21925];"
EC:6.2.1.2;CoA [CPD:C00010]
"AMP [CPD:C00020];";EC:6.2.1.2
"diphosphate [CPD:C00013];";EC:6.2.1.2
medium-chain acyl-CoA [CPD:C21926];EC:6.2.1.2
EC:1.5.1.3;"5,6,7,8-tetrahydrofolate [CPD:C00101];"
EC:1.5.1.3;NADP+ [CPD:C00006]
"7,8-dihydrofolate [CPD:C00415];";EC:1.5.1.3
"NADPH [CPD:C00005];";EC:1.5.1.3
H+ [CPD:C00080];EC:1.5.1.3
EC:1.5.1.20;"5-methyltetrahydrofolate [CPD:C00440];"
EC:1.5.1.20;"NAD+ [CPD:C00003];"
EC:1.5.1.20;NADP+ [CPD:C00006]
"5,10-methylenetetrahydrofolate [CPD:C00143];";EC:1.5.1.20
"NADH [CPD:C00004];";EC:1.5.1.20
"NADPH [CPD:C00005];";EC:1.5.1.20
H+ [CPD:C00080];EC:1.5.1.20
EC:1.5.1.15 3.5.4.9;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:1.5.1.15 3.5.4.9;NAD+ [CPD:C00003]
"5,10-methenyltetrahydrofolate [CPD:C00445];";EC:1.5.1.15 3.5.4.9
"NADH [CPD:C00004];";EC:1.5.1.15 3.5.4.9
H+ [CPD:C00080];EC:1.5.1.15 3.5.4.9
EC:1.5.1.5 3.5.4.9 6.3.4.3;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:1.5.1.5 3.5.4.9 6.3.4.3;NADP+ [CPD:C00006]
"5,10-methenyltetrahydrofolate [CPD:C00445];";EC:1.5.1.5 3.5.4.9 6.3.4.3
"NADPH [CPD:C00005];";EC:1.5.1.5 3.5.4.9 6.3.4.3
H+ [CPD:C00080];EC:1.5.1.5 3.5.4.9 6.3.4.3
EC:6.3.3.2;"ATP [CPD:C00002];"
EC:6.3.3.2;5-formyltetrahydrofolate [CPD:C03479]
"ADP [CPD:C00008];";EC:6.3.3.2
"phosphate [CPD:C00009];";EC:6.3.3.2
5,10-methenyltetrahydrofolate [CPD:C00445];EC:6.3.3.2
EC:1.5.1.6;"10-formyltetrahydrofolate [CPD:C00234];"
EC:1.5.1.6;"NADP+ [CPD:C00006];"
EC:1.5.1.6;H2O [CPD:C00001]
"tetrahydrofolate [CPD:C00101];";EC:1.5.1.6
"CO2 [CPD:C00011];";EC:1.5.1.6
"NADPH [CPD:C00005];";EC:1.5.1.6
H+ [CPD:C00080];EC:1.5.1.6
EC:2.1.2.9;"10-formyltetrahydrofolate [CPD:C00234];"
EC:2.1.2.9;L-methionyl-tRNAfMet
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.9
N-formylmethionyl-tRNAfMet;EC:2.1.2.9
EC:3.6.1.28;"thiamine triphosphate [CPD:C03028];"
EC:3.6.1.28;H2O [CPD:C00001]
"thiamine diphosphate [CPD:C00068];";EC:3.6.1.28
phosphate [CPD:C00009];EC:3.6.1.28
EC:2.7.6.2;"ATP [CPD:C00002];"
EC:2.7.6.2;thiamine [CPD:C00378]
"AMP [CPD:C00020];";EC:2.7.6.2
thiamine diphosphate [CPD:C00068];EC:2.7.6.2
EC:3.1.3.1;"phosphate monoester [CPD:C01153];"
EC:3.1.3.1;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.3.1
phosphate [CPD:C00009];EC:3.1.3.1
EC:3.1.3.2 3.1.3.48;"phosphate monoester [CPD:C01153];"
EC:3.1.3.2 3.1.3.48;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.3.2 3.1.3.48
phosphate [CPD:C00009];EC:3.1.3.2 3.1.3.48
EC:2.7.1.26;"ATP [CPD:C00002];"
EC:2.7.1.26;riboflavin [CPD:C00255]
"ADP [CPD:C00008];";EC:2.7.1.26
FMN [CPD:C00061];EC:2.7.1.26
EC:2.7.7.2;"ATP [CPD:C00002];"
EC:2.7.7.2;FMN [CPD:C00061]
"diphosphate [CPD:C00013];";EC:2.7.7.2
FAD [CPD:C00016];EC:2.7.7.2
EC:1.3.1.24 1.5.1.30;"bilirubin [CPD:C00486];"
EC:1.3.1.24 1.5.1.30;"NAD+ [CPD:C00003];"
EC:1.3.1.24 1.5.1.30;NADP+ [CPD:C00006]
"biliverdin [CPD:C00500];";EC:1.3.1.24 1.5.1.30
"NADH [CPD:C00004];";EC:1.3.1.24 1.5.1.30
"NADPH [CPD:C00005];";EC:1.3.1.24 1.5.1.30
H+ [CPD:C00080];EC:1.3.1.24 1.5.1.30
EC:3.1.3.2;"phosphate monoester [CPD:C01153];"
EC:3.1.3.2;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.3.2
phosphate [CPD:C00009];EC:3.1.3.2
EC:3.1.3.74;"pyridoxal 5'-phosphate [CPD:C00018];"
EC:3.1.3.74;H2O [CPD:C00001]
"pyridoxal [CPD:C00250];";EC:3.1.3.74
phosphate [CPD:C00009];EC:3.1.3.74
EC:2.7.1.35;"ATP [CPD:C00002];"
EC:2.7.1.35;pyridoxal [CPD:C00250]
"ADP [CPD:C00008];";EC:2.7.1.35
pyridoxal 5'-phosphate [CPD:C00018];EC:2.7.1.35
EC:1.4.3.5;"pyridoxamine 5'-phosphate [CPD:C00647];"
EC:1.4.3.5;"H2O [CPD:C00001];"
EC:1.4.3.5;"O2 [CPD:C00007];"
EC:1.4.3.5;pyridoxine 5'-phosphate [CPD:C00627]
"pyridoxal 5'-phosphate [CPD:C00018];";EC:1.4.3.5
"NH3 [CPD:C00014];";EC:1.4.3.5
H2O2 [CPD:C00027];EC:1.4.3.5
EC:2.1.1.1;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.1;nicotinamide [CPD:C00153]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.1
1-methylnicotinamide [CPD:C02918];EC:2.1.1.1
EC:3.2.2.6 2.4.99.20;"NAD+ [CPD:C00003];"
EC:3.2.2.6 2.4.99.20;"H2O [CPD:C00001];"
EC:3.2.2.6 2.4.99.20;cyclic ADP-ribose [CPD:C13050]
"ADP-D-ribose [CPD:C00301];";EC:3.2.2.6 2.4.99.20
"nicotinamide [CPD:C00153];";EC:3.2.2.6 2.4.99.20
cyclic ADP-ribose [CPD:C13050];EC:3.2.2.6 2.4.99.20
EC:2.4.2.12;"nicotinamide D-ribonucleotide [CPD:C00455];"
EC:2.4.2.12;diphosphate [CPD:C00013]
"nicotinamide [CPD:C00153];";EC:2.4.2.12
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.12
EC:2.7.1.22 2.7.1.173;"ATP [CPD:C00002];"
EC:2.7.1.22 2.7.1.173;1-(beta-D-ribofuranosyl)-nicotinamide
"ADP [CPD:C00008];";EC:2.7.1.22 2.7.1.173
beta-nicotinamide D-ribonucleotide [CPD:C00455];EC:2.7.1.22 2.7.1.173
EC:3.6.1.22;"NAD+ [CPD:C00003];"
EC:3.6.1.22;"NADH [CPD:C00004];"
EC:3.6.1.22;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:3.6.1.22
"NMN [CPD:C00455];";EC:3.6.1.22
NMNH [CPD:C21113];EC:3.6.1.22
EC:2.7.7.1 2.7.7.18;"ATP [CPD:C00002];"
EC:2.7.7.1 2.7.7.18;nicotinamide ribonucleotide [CPD:C00455]
"diphosphate [CPD:C00013];";EC:2.7.7.1 2.7.7.18
NAD+ [CPD:C00003];EC:2.7.7.1 2.7.7.18
EC:2.7.1.23;"ATP [CPD:C00002];"
EC:2.7.1.23;NAD+ [CPD:C00003]
"ADP [CPD:C00008];";EC:2.7.1.23
NADP+ [CPD:C00006];EC:2.7.1.23
EC:1.6.1.2 7.1.1.1;"NADPH [CPD:C00005];"
EC:1.6.1.2 7.1.1.1;NAD+ [CPD:C00003]
"NADP+ [CPD:C00006];";EC:1.6.1.2 7.1.1.1
NADH [CPD:C00004];EC:1.6.1.2 7.1.1.1
EC:6.3.5.1;"ATP [CPD:C00002];"
EC:6.3.5.1;"deamido-NAD+ [CPD:C00857];"
EC:6.3.5.1;"L-glutamine [CPD:C00064];"
EC:6.3.5.1;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:6.3.5.1
"diphosphate [CPD:C00013];";EC:6.3.5.1
"NAD+ [CPD:C00003];";EC:6.3.5.1
L-glutamate [CPD:C00025];EC:6.3.5.1
EC:6.3.4.21;"nicotinate [CPD:C00253];"
EC:6.3.4.21;"5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];"
EC:6.3.4.21;"ATP [CPD:C00002];"
EC:6.3.4.21;H2O [CPD:C00001]
"beta-nicotinate D-ribonucleotide [CPD:C01185];";EC:6.3.4.21
"diphosphate [CPD:C00013];";EC:6.3.4.21
"ADP [CPD:C00008];";EC:6.3.4.21
phosphate [CPD:C00009];EC:6.3.4.21
EC:2.4.2.19;"beta-nicotinate D-ribonucleotide [CPD:C01185];"
EC:2.4.2.19;"diphosphate [CPD:C00013];"
EC:2.4.2.19;CO2 [CPD:C00011]
"pyridine-2,3-dicarboxylate [CPD:C03722];";EC:2.4.2.19
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.19
EC:2.3.1.286;"[protein]-N6-acetyl-L-lysine [CPD:C20743];"
EC:2.3.1.286;"NAD+ [CPD:C00003];"
EC:2.3.1.286;"H2O [CPD:C00001];"
EC:2.3.1.286;[protein]-N6-[1,1-(5-adenosylyl-alpha-D-ribose-1,2-di-O-yl)ethyl]-L-lysine
"[protein]-L-lysine [CPD:C02188];";EC:2.3.1.286
"2''-O-acetyl-ADP-D-ribose;";EC:2.3.1.286
"nicotinamide [CPD:C00153];";EC:2.3.1.286
[protein]-N6-[1,1-(5-adenosylyl-alpha-D-ribose-1,2-di-O-yl)ethyl]-L-lysine;EC:2.3.1.286
EC:2.7.1.33;"ATP [CPD:C00002];"
EC:2.7.1.33;(R)-pantothenate [CPD:C00864]
"ADP [CPD:C00008];";EC:2.7.1.33
(R)-4'-phosphopantothenate [CPD:C03492];EC:2.7.1.33
EC:3.5.1.92;"(R)-pantetheine [CPD:C00831];"
EC:3.5.1.92;H2O [CPD:C00001]
"(R)-pantothenate [CPD:C00864];";EC:3.5.1.92
2-aminoethanethiol [CPD:C01678];EC:3.5.1.92
EC:4.1.1.36;N-[(R)-4'-phosphopantothenoyl]-L-cysteine [CPD:C04352]
"pantotheine 4'-phosphate;";EC:4.1.1.36
CO2 [CPD:C00011];EC:4.1.1.36
EC:2.7.7.3 2.7.1.24;"ATP [CPD:C00002];"
EC:2.7.7.3 2.7.1.24;pantetheine 4'-phosphate [CPD:C01134]
"diphosphate [CPD:C00013];";EC:2.7.7.3 2.7.1.24
3'-dephospho-CoA [CPD:C00882];EC:2.7.7.3 2.7.1.24
EC:6.3.2.51;"ATP [CPD:C00002];"
EC:6.3.2.51;"(R)-4'-phosphopantothenate [CPD:C03492];"
EC:6.3.2.51;L-cysteine [CPD:C00097]
"AMP [CPD:C00020];";EC:6.3.2.51
"diphosphate [CPD:C00013];";EC:6.3.2.51
N-[(R)-4'-phosphopantothenoyl]-L-cysteine [CPD:C04352];EC:6.3.2.51
EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15;"ATP [CPD:C00002];"
EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15;"biotin [CPD:C00120];"
EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15;apo-[methylmalonyl-CoA:pyruvate carboxytransferase] [CPD:C04736]
"AMP [CPD:C00020];";EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15
"diphosphate [CPD:C00013];";EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15
[methylmalonyl-CoA:pyruvate carboxytransferase] [CPD:C04682];EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15
EC:3.5.1.12;"biotin amide [CPD:C01893];"
EC:3.5.1.12;H2O [CPD:C00001]
"biotin [CPD:C00120];";EC:3.5.1.12
NH3 [CPD:C00014];EC:3.5.1.12
EC:2.3.1.181;"octanoyl-[acyl-carrier protein] [CPD:C05752];"
EC:2.3.1.181;protein [CPD:C16240]
"protein N6-(octanoyl)lysine [CPD:C16236];";EC:2.3.1.181
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.181
EC:2.8.1.8;"[protein]-N6-(octanoyl)-L-lysine [CPD:C16236];"
